Day,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
2021-01-02,0.0,0.0,0.0,0.0009657947686116941,1.0
2021-01-03,0.0017839497576084273,0.0,0.0020018950323081874,0.0,0.9824220592283162
2021-01-04,0.004250973214226628,0.0012360939431397266,0.0037116986186211953,0.010543259557344087,0.9687261619759173
2021-01-05,0.006320089661712824,0.0012360939431397266,0.005656600198052253,0.013682092555331982,0.9484942755623855
2021-01-06,0.00904575267426666,0.0012360939431397266,0.007302286149878601,0.02816901408450706,0.9219690622429759
2021-01-07,0.012626915756454471,0.0012360939431397266,0.008898102830437349,0.05360160965794769,0.8873350688356059
2021-01-08,0.015909648581793112,0.003708281829418958,0.010636403143188922,0.07364185110663984,0.8765804191282722
2021-01-09,0.018741420130115705,0.006180469715698411,0.012381827637550247,0.08812877263581492,0.8702053341813301
2021-01-10,0.021486978493126196,0.007416563658838138,0.01436947430663893,0.09891348088531188,0.854354279757958
2021-01-11,0.024981928390001906,0.009888751545117369,0.01697692477576629,0.11171026156941649,0.841786362268433
2021-01-12,0.02825802943185507,0.011124845488257096,0.018416009460913152,0.13513078470824952,0.8211034263901364
2021-01-13,0.0318325607305574,0.011124845488257096,0.020083067957568312,0.15967806841046278,0.7875246325440575
2021-01-14,0.03554635948245566,0.011124845488257096,0.021878361723197015,0.18446680080482897,0.7528826669961219
2021-01-15,0.039061204729788024,0.012360939431396822,0.023787642394579978,0.20547283702213281,0.7304826628856702
2021-01-16,0.04194603054599488,0.012360939431396822,0.026273981776343547,0.2123943661971831,0.7038959036787471
2021-01-17,0.04445284470352617,0.012360939431396822,0.029579602043215303,0.20547283702213281,0.6809119727097599
2021-01-18,0.04754988759126988,0.013597033374536327,0.03210156233302697,0.2144869215291751,0.6627444056269205
2021-01-19,0.05138305844590785,0.01606922126081578,0.035236202241267556,0.22543259557344064,0.6480599205188398
2021-01-20,0.0543143067465135,0.017305315203955507,0.038684306140332136,0.2219718309859155,0.631602180784677
2021-01-21,0.058094423333266976,0.017305315203955507,0.04157672387384492,0.2351710261569417,0.5976477246954364
2021-01-22,0.061629163931056,0.018541409147095234,0.04500345522808069,0.23927565392354128,0.5760586108309003
2021-01-23,0.0651705363123305,0.018541409147095234,0.04813097095471153,0.24692152917505034,0.5446439301283963
2021-01-24,0.0677171411707751,0.018541409147095234,0.051742931030797745,0.2370221327967807,0.5221821773156474
2021-01-25,0.0709799786456573,0.021013597033374465,0.05539763619654203,0.2351710261569417,0.5132713780516394
2021-01-26,0.07432902930585139,0.024721878862793645,0.059223321720917266,0.232354124748491,0.5134876563965012
2021-01-27,0.07817546372746031,0.024721878862793645,0.06232946490271929,0.24394366197183098,0.480000520174114
2021-01-28,0.0820749524169535,0.02595797280593315,0.06694593458576437,0.23903420523138835,0.45604944858389196
2021-01-29,0.08643866595043415,0.02595797280593315,0.07062201229633747,0.2504627766599598,0.41857761732507726
2021-01-30,0.08984740266199798,0.027194066749072876,0.07419122728276584,0.2514285714285715,0.3992006083503412
2021-01-31,0.0940585851753113,0.027194066749072876,0.07794567099104488,0.2601207243460765,0.3635084519832841
2021-02-01,0.09794481029783353,0.027194066749072876,0.08182834996829746,0.26342052313883296,0.33081299543742837
2021-02-02,0.1033231867046005,0.028430160692212603,0.0854616825892125,0.28756539235412476,0.29551093801391914
2021-02-03,0.1083368150196633,0.02966625463535233,0.08942985174578078,0.3035010060362174,0.26355693975821026
2021-02-04,0.11390751314751091,0.030902348578491834,0.09338377253912955,0.3263581488933602,0.22733628284949248
2021-02-05,0.12014138962391163,0.03337453646477129,0.0966323993531244,0.3651509054325956,0.19553251901821866
2021-02-06,0.12575187845267233,0.03337453646477129,0.10047233324071891,0.3898591549295775,0.15033027251822695
2021-02-07,0.1321316541657549,0.03584672435105074,0.1036425940570076,0.431307847082495,0.11812304621861713
2021-02-08,0.1387369105173455,0.0395550061804697,0.1077888677538168,0.4643863179074447,0.09377256582835969
2021-02-09,0.1453819575698494,0.046971569839307836,0.11199925908511266,0.4969818913480886,0.09704291209861537
2021-02-10,0.15192752787007024,0.05315203955500625,0.11593893151524215,0.5315090543259557,0.09188589032040184
2021-02-11,0.15887763696290857,0.05933250927070444,0.12043429011092344,0.5646680080482898,0.08365869715522933
2021-02-12,0.16564868790163745,0.0679851668726823,0.1250080147043109,0.5946076458752516,0.09501848156990889
2021-02-13,0.17129233564782576,0.07540173053152044,0.1301160529184211,0.6049094567404427,0.10587857721288962
2021-02-14,0.17658449886928107,0.08158220024721885,0.13556605184979387,0.6071629778672032,0.11034781285049355
2021-02-15,0.18204245667787444,0.08899876390605677,0.141065920052434,0.610784708249497,0.12244779016214657
2021-02-16,0.18843549595792797,0.09517923362175518,0.14683650715624053,0.6227766599597586,0.11846405873214039
2021-02-17,0.19518001976271493,0.10135970333745359,0.1526712118945337,0.6383098591549297,0.11187909845299515
2021-02-18,0.2016725357950515,0.11124845488257096,0.15969565496163618,0.637102615694165,0.13360924925120443
2021-02-19,0.20814515647693144,0.11990111248454882,0.16624990204250278,0.641046277665996,0.14651595198488998
2021-02-20,0.21386175384146067,0.12608158220024723,0.17290388766590437,0.6348490945674046,0.14751664243031826
2021-02-21,0.21895496355834987,0.13226205191594564,0.179792971282424,0.618430583501006,0.1531229953388209
2021-02-22,0.22491693691184378,0.13844252163164406,0.18659656471962793,0.6135211267605634,0.1522752320497922
2021-02-23,0.23164819714965956,0.14833127317676142,0.19305107325795956,0.6216498993963784,0.17151471031007937
2021-02-24,0.23828661241867777,0.15451174289245984,0.1998902876032116,0.6245472837022132,0.16564538501436132
2021-02-25,0.24504439979043569,0.16069221260815825,0.2068078679461698,0.6280080482897386,0.1589722362448942
2021-02-26,0.25182208251265026,0.16687268232385666,0.2147442062593059,0.6202012072434608,0.15222753994606464
2021-02-27,0.2574193077744398,0.17428924598269457,0.2223243354919604,0.6020120724346076,0.16242181703641023
2021-02-28,0.26379908348752235,0.18046971569839299,0.22953400728091355,0.5975855130784709,0.15856823973181022
2021-03-01,0.2716179562169654,0.18294190358467244,0.23627348308363083,0.6161770623742455,0.1196227288511249
2021-03-02,0.28051117787106494,0.19159456118665008,0.24314119415532143,0.6459557344064386,0.1148663375698149
2021-03-03,0.28985536080218055,0.1977750309023485,0.25081393774890115,0.6722736418511066,0.09066118312403582
2021-03-04,0.30123550126335474,0.20766378244746586,0.25882864205974343,0.719195171026157,0.07715464508283354
2021-03-05,0.31193256802551916,0.21755253399258345,0.26536864077739075,0.774486921529175,0.0685369941242886
2021-03-06,0.3206732586594514,0.2262051915945611,0.2724358289341513,0.8001609657947686,0.06530169053045576
2021-03-07,0.32826001896690093,0.23485784919653896,0.27924654655296477,0.8147283702213279,0.06987463311865305
2021-03-08,0.3370537638687172,0.24227441285537687,0.2859076563579759,0.8457142857142856,0.058417549447179695
2021-03-09,0.34472673736147863,0.25216316440049447,0.2933524261400471,0.8540845070422536,0.07025310700364251
2021-03-10,0.3535669047476939,0.2558714462299134,0.30039111757036907,0.8816096579476862,0.035222070870666755
2021-03-11,0.36354773889342074,0.2608158220024721,0.3080852337087776,0.915492957746479,0.0009626237821649397
2021-03-12,0.37254043729980313,0.2707045735475895,0.3165060163713693,0.9288531187122737,0.004342739328285106
2021-03-13,0.38057152710078324,0.2818294190358466,0.3262305242685246,0.9157344064386319,0.021516657984054888
2021-03-14,0.3876211129459046,0.29048207663782444,0.3361331367059208,0.8888531187122737,0.029578271887103824
2021-03-15,0.3964546485486342,0.2991347342398021,0.3456439191547871,0.8880482897384305,0.02616962228848685
2021-03-16,0.4051688120486243,0.30778739184177994,0.355005093789851,0.8874849094567405,0.023559877643160476
2021-03-17,0.41514301441086565,0.3176761433868973,0.36534940548704475,0.89102615694165,0.020521301359963218
2021-03-18,0.4243877205896982,0.3275648949320147,0.3744398612209423,0.8998792756539236,0.022080908231941976
2021-03-19,0.4344613997042226,0.3374536464771323,0.3835089444100108,0.9190342052313882,0.018476278548499536
2021-03-20,0.44339441205923524,0.3436341161928307,0.3933830601209687,0.915492957746479,0.0
2021-03-21,0.45129949797399016,0.357231149567367,0.40286534584339617,0.903420523138833,0.031686312341989264
2021-03-22,0.4601197700097488,0.3658838071693449,0.4131170431796647,0.8940845070422536,0.02849429501902634
2021-03-23,0.4686615071391149,0.38195302843016066,0.42168030947444923,0.8999597585513079,0.0701740294348081
2021-03-24,0.47727619388682196,0.3943139678615575,0.43031481758532997,0.9061569416498994,0.08948164007090043
2021-03-25,0.4864943729317126,0.3967861557478367,0.44013906402502023,0.9068812877263581,0.04807990011707197
2021-03-26,0.4967603737673174,0.411619283065513,0.44906566358189615,0.9296579476861166,0.07152735925723341
2021-03-27,0.5047052503829856,0.4227441285537701,0.45858357021237195,0.9178269617706238,0.08744091147313249
2021-03-28,0.5121394796702678,0.4313967861557477,0.46738905868188385,0.9080080482897384,0.09225192055162523
2021-03-29,0.5204358408106693,0.446229913473424,0.47697820712845607,0.8993963782696177,0.12665786266309986
2021-03-30,0.5288648376207814,0.4585908529048206,0.48629663667386214,0.8956136820925553,0.14609062824552943
2021-03-31,0.5373667840492344,0.464771322620519,0.4957717982146801,0.8913480885311871,0.13053215444644728
2021-04-01,0.5467706530317198,0.47218788627935715,0.5049833650359414,0.9009255533199196,0.11672849265580254
2021-04-02,0.5549476420693817,0.4820766378244745,0.51484323238368,0.8881287726358149,0.12376276501760763
2021-04-03,0.5631378946740146,0.4969097651421508,0.5238481979382619,0.8848289738430584,0.15767399607097943
2021-04-04,0.5711159302071107,0.5142150803461063,0.5339787841871666,0.8660764587525152,0.20590216715429044
2021-04-05,0.5801152603969786,0.5290482076637824,0.543425449001546,0.8676056338028169,0.2343725692223888
2021-04-06,0.5894196526271811,0.5389369592088997,0.5536272770665469,0.8646277665995976,0.2341858472451399
2021-04-07,0.5994800681747343,0.5463535228677379,0.5630668176993168,0.8795975855130784,0.21648718146297163
2021-04-08,0.608625297601284,0.5512978986402965,0.5718580578056096,0.8909456740442656,0.19104237948394776
2021-04-09,0.6184204418094159,0.5636588380716934,0.5815968140659842,0.8989939637826962,0.20140991649704
2021-04-10,0.6275656712359656,0.5760197775030902,0.5902811914481325,0.911066398390342,0.2152829226472246
2021-04-11,0.636783850280856,0.5809641532756489,0.6002123006119673,0.9104225352112676,0.1898767527597105
2021-04-12,0.6476268162797021,0.5871446229913473,0.6095877236102503,0.9356941649899397,0.16224687382965364
2021-04-13,0.6578662899813648,0.5957972805933249,0.6181438657234251,0.9627364185110665,0.15100141911734966
2021-04-14,0.6671640504280816,0.6007416563658836,0.6273768050895154,0.9709456740442657,0.12598165995981603
2021-04-15,0.6763888612564577,0.606922126081582,0.6368590908119429,0.9753722334004025,0.10793069506340025
2021-04-16,0.6857131488371169,0.6168108776266996,0.6459994158171081,0.9846277665995975,0.10834567624525526
2021-04-17,0.6949180643150363,0.6217552533992583,0.6556883028062153,0.9865593561368209,0.08446123354655022
2021-04-18,0.7023920843032316,0.6316440049443757,0.665932875960874,0.9608853118712273,0.09474330219511806
2021-04-19,0.7124060773663863,0.641532756489493,0.6747027435223378,0.9826961770623743,0.09160892327068026
2021-04-20,0.7214982525250515,0.6563658838071693,0.684391630511445,0.98261569416499,0.11785665351780139
2021-04-21,0.7310413889607332,0.6736711990111248,0.6940377724108944,0.9883299798792757,0.15368225502893829
2021-04-22,0.7407171610661256,0.6872682323856611,0.704111365206922,0.991066398390342,0.17021986515005771
2021-04-23,0.7502138750174085,0.6983930778739182,0.7134582914787664,1.0,0.17543179358955818
2021-04-24,0.758211805900961,0.7095179233621753,0.7241231913483939,0.9758551307847083,0.18831106941376774
2021-04-25,0.7684579113861092,0.7156983930778738,0.7343891370478817,0.9838229376257546,0.16563714427114284
2021-04-26,0.7769863849485041,0.7292954264524103,0.7446265860209309,0.9707847082494969,0.18761277332977144
2021-04-27,0.7865759438685846,0.7391841779975277,0.7544365840974019,0.9756941649899395,0.18624256256021354
2021-04-28,0.7962848748914046,0.7527812113720642,0.7653722028681955,0.9690945674044267,0.20192655834097906
2021-04-29,0.8056821120904045,0.7626699629171816,0.7753033120320303,0.9703018108651911,0.2014622099852179
2021-04-30,0.8151589306912308,0.7737948084054387,0.7855906302763471,0.9683702213279679,0.20642410717472792
2021-05-01,0.8236409817692272,0.7812113720642768,0.7951227852700422,0.963138832997988,0.19891615328679357
2021-05-02,0.8323684088361885,0.7923362175525339,0.8051607571580215,0.9549295774647888,0.20755778405182213
2021-05-03,0.8406316110591623,0.80716934487021,0.8148567683287382,0.9447082494969818,0.2356291440426812
2021-05-04,0.8489412357665347,0.8207663782447465,0.8234984006212287,0.9470422535211267,0.2575069060378201
2021-05-05,0.8585639536040428,0.8318912237330036,0.8342701632150007,0.9414084507042253,0.2613502319794989
2021-05-06,0.8667608379921612,0.8454882571075402,0.8445004880064402,0.9244265593561369,0.28345708637754186
2021-05-07,0.8747786642261703,0.854140914709518,0.8543817278990076,0.9095372233400403,0.28370935331563807
2021-05-08,0.8820404671428288,0.8627935723114954,0.8643484579708907,0.8845070422535211,0.28764082687997394
2021-05-09,0.8886191963604773,0.8751545117428923,0.8737310051507834,0.8575452716297787,0.3116397568374225
2021-05-10,0.8951050806093284,0.8838071693448701,0.8826362321628303,0.8350905432595574,0.3192007671519388
2021-05-11,0.9027515269681476,0.8936959208899875,0.891470217358781,0.8274446680080483,0.32664639927008565
2021-05-12,0.9092838337013973,0.9048207663782448,0.8997770131156184,0.8121529175050302,0.3449424656172493
2021-05-13,0.9163068924125766,0.9110012360939432,0.90878910285181,0.7951710261569416,0.33869582546738286
2021-05-14,0.9213669432120382,0.9196538936959207,0.9172740031488884,0.7601609657947686,0.35290386336661506
2021-05-15,0.9266392110830366,0.927070457354759,0.9247330212941789,0.7393963782696178,0.36053555101693213
2021-05-16,0.9321303278090578,0.9344870210135969,0.9320566799888863,0.7228169014084507,0.36707804589813087
2021-05-17,0.9378402933901013,0.9381953028430159,0.9392093583249626,0.711066398390342,0.35618384018080285
2021-05-18,0.9450291466884189,0.9443757725587143,0.9470459580955637,0.7093762575452718,0.3492014583398202
2021-05-19,0.9524501124087301,0.9468479604449938,0.9542841266109556,0.7175050301810866,0.3249417209390373
2021-05-20,0.9601960355198325,0.9567367119901111,0.9612658245884005,0.7319919517102615,0.3316798205274907
2021-05-21,0.9691157843078739,0.9666254635352285,0.9683401369267706,0.7596780684104627,0.3328692546506211
2021-05-22,0.9758603081126607,0.9728059332509269,0.9757421616191839,0.7575050301810866,0.32815242080669726
2021-05-23,0.9824390373303094,0.9851668726823237,0.9840489573760214,0.7426961770623743,0.35088236236689596
2021-05-24,0.9906624488523699,0.9938195302843016,0.9917501976960399,0.7549295774647888,0.3498952432047009
2021-05-25,1.0,1.0,1.0000000000000002,0.7746478873239437,0.3332101230138296
