Day,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
2021-01-01,0.0,0.0,0.0,0.16937246175798515,0.0,0.9144968278858769,2021-01-01
2021-01-02,0.002072664923761236,0.004699078257726419,0.0048933557687935725,0.15665006934951153,0.002072664923761347,0.9355261031291855,2021-01-02
2021-01-03,0.005607442313121602,0.009398156515452727,0.010575742416662925,0.14682139756727902,0.005607442313121713,0.9441551521659823,2021-01-03
2021-01-04,0.00933273043190852,0.012289896981745874,0.016133066533266627,0.13846952113912808,0.00933273043190852,0.9364967444468046,2021-01-04
2021-01-05,0.01271142674173864,0.016085306343755712,0.02088771658556554,0.13208337906742368,0.01271142674173864,0.9390553390757264,2021-01-05
2021-01-06,0.016276043161009057,0.018796313030905454,0.02476920278320982,0.13039703842661426,0.016276043161009057,0.9313783330698806,2021-01-06
2021-01-07,0.019064844802614833,0.02114585215976872,0.02844376733821463,0.12626600277398048,0.01906484480261461,0.9272486619523921,2021-01-07
2021-01-08,0.02157132331507028,0.024941261521778446,0.03083132475328576,0.12647554806070826,0.0215713233150705,0.936937482314768,2021-01-08
2021-01-09,0.023398390069570785,0.02855593710464488,0.034446768838965025,0.11835317361325921,0.023398390069570896,0.950674318112724,2021-01-09
2021-01-10,0.026267527560934756,0.03126694379179473,0.038544272136068036,0.11269545087160861,0.026267527560934756,0.9487083127499876,2021-01-10
2021-01-11,0.02962097546084086,0.03470088559551787,0.04228477875301295,0.11066984643323986,0.02962097546084086,0.9485138708336365,2021-01-11
2021-01-12,0.03232026001271604,0.04066510030724746,0.04609122743189775,0.10537134418312262,0.03232026001271604,0.9733904807496403,2021-01-12
2021-01-13,0.03489559782496421,0.04337610699439731,0.049336031652189805,0.10217827314727042,0.03489559782496421,0.9737287984885254,2021-01-13
2021-01-14,0.037363056067537204,0.04626784746069046,0.052226113056528245,0.10006286358601833,0.037363056067537204,0.9763364693623631,2021-01-14
2021-01-15,0.0392176665419548,0.04879812036869691,0.05427941243348955,0.09897522376443117,0.0392176665419548,0.9810484778093631,2021-01-15
2021-01-16,0.040838155397077136,0.05168986083499005,0.05778116330892724,0.09049362882544877,0.040838155397077136,0.9904086743217855,2021-01-16
2021-01-17,0.043034767060465384,0.05313573106813663,0.061471644913365764,0.08376822295618508,0.043034767060465384,0.9839652693515895,2021-01-17
2021-01-18,0.04539893635334924,0.0545816013012832,0.06481877302287509,0.07927796681201792,0.04539893635334935,0.9762269021083361,2021-01-18
2021-01-19,0.0474256950772487,0.05765407554671975,0.06835008413297561,0.07242284243192272,0.04742569507724881,0.9836724194952318,2021-01-19
2021-01-20,0.049670508250491796,0.06072654979215619,0.07111282914184369,0.06988834229721504,0.049670508250491796,0.9893465332080904,2021-01-20
2021-01-21,0.05145166880513041,0.06271462136273276,0.07359588885351775,0.06662542283245357,0.051451668805130635,0.9903976496837474,2021-01-21
2021-01-22,0.05312724510008693,0.06434122537502263,0.07540588476056209,0.06587704680842571,0.05312724510008715,0.9895303516867164,2021-01-22
2021-01-23,0.05452279357588641,0.06614856316645579,0.07824821501659929,0.05937116457287686,0.0545227935758863,0.9922439547780835,2021-01-23
2021-01-24,0.05666661310943344,0.06741369962045907,0.08157033061985541,0.0540427272817985,0.05666661310943366,0.9849624962883228,2021-01-24
2021-01-25,0.058606150053595485,0.07012470630760892,0.08424439492473512,0.050590219224283306,0.058606150053595485,0.9902273520527256,2021-01-25
2021-01-26,0.06077062737708039,0.07175131031989879,0.086795670562554,0.04871428999072014,0.0607706273770805,0.9855494093637365,2021-01-26
2021-01-27,0.06276754707106968,0.07428158322790535,0.08924007458274597,0.04652903200055879,0.0627675470710698,0.9889807236759127,2021-01-27
2021-01-28,0.06519598504376012,0.07554671968190863,0.09107735686024832,0.04895377031840906,0.06519598504376012,0.9795819932502257,2021-01-28
2021-01-29,0.06717913287779076,0.07771552503162849,0.09268270498885811,0.05041060897851661,0.06717913287779076,0.9804201510872561,2021-01-29
2021-01-30,0.06865042658336218,0.0818724019519248,0.09485879303288014,0.0470279493499107,0.06865042658336229,1.0,2021-01-30
2021-01-31,0.07136118768520283,0.08404120730164466,0.09720087316385473,0.048414939581109,0.07136118768520294,0.995165134917932,2021-01-31
2021-02-01,0.07413162684686381,0.08584854509307793,0.09920869525671927,0.051548140535038964,0.07413162684686392,0.9872366178413765,2021-02-01
2021-02-02,0.07672991775904292,0.0872944153262245,0.10143253444904277,0.05300497919514653,0.07672991775904281,0.9780191569748915,2021-02-02
2021-02-03,0.07966791455019961,0.08910175311765767,0.10319705307199056,0.05793428260674337,0.07966791455019961,0.9689372427282237,2021-02-03
2021-02-04,0.08263804568125943,0.09090909090909094,0.10485697394151627,0.06346228683756248,0.08263804568125954,0.9596828189162707,2021-02-04
2021-02-05,0.08544291449281682,0.09235496114223751,0.10623948337805267,0.06950916511170759,0.08544291449281671,0.9491103808205654,2021-02-05
2021-02-06,0.08742835763684065,0.09362009759624079,0.1083632725453636,0.0687508107406927,0.08742835763684076,0.943427810943307,2021-02-06
2021-02-07,0.09040996531786605,0.09542743538767395,0.11028468779844469,0.07318119680293762,0.09040996531786616,0.9342798544417281,2021-02-07
2021-02-08,0.09427756265622456,0.09651183806253394,0.11242894174359908,0.08052526018539768,0.09427756265622445,0.9134527401364014,2021-02-08
2021-02-09,0.0976815073759787,0.0983191758539671,0.1144072036018009,0.08654220341858167,0.09768150737597858,0.9014042384967773,2021-02-09
2021-02-10,0.1019393074131627,0.10121091632026025,0.11681295193051078,0.09433529241545845,0.1019393074131627,0.8909773180283764,2021-02-10
2021-02-11,0.10608693257067836,0.10301825411169352,0.1187775706034836,0.10364509015436503,0.10608693257067825,0.8737740897011701,2021-02-11
2021-02-12,0.10971122704976921,0.10518705946141338,0.12023511755877947,0.11288503946436233,0.10971122704976921,0.8630483152290429,2021-02-12
2021-02-13,0.11255741144120224,0.10717513103198995,0.12292055118468326,0.11336400011974017,0.11255741144120235,0.85669668671206,2021-02-13
2021-02-14,0.11817403499429613,0.1091632026025664,0.1256651052799127,0.12562738856681,0.11817403499429624,0.8307890010930272,2021-02-14
2021-02-15,0.12348079169832282,0.11241641062714625,0.12823911955977996,0.13722222776574833,0.12348079169832293,0.8161760135708453,2021-02-15
2021-02-16,0.12957943034996589,0.11566961865172609,0.13114966574196196,0.15078280132113314,0.129579430349966,0.7962789664915304,2021-02-16
2021-02-17,0.13620599030002,0.11783842400144595,0.1340920460230115,0.1665585679076404,0.13620599030002012,0.7656738664906344,2021-02-17
2021-02-18,0.13996570806870323,0.11946502801373582,0.1368707080813134,0.1706197551313649,0.13996570806870323,0.751220606738352,2021-02-18
2021-02-19,0.1419557418327132,0.12235676848002897,0.13883760061849104,0.1704800582735464,0.14195574183271342,0.7573872262910264,2021-02-19
2021-02-20,0.1470054238175137,0.12506777516717882,0.14179135022056488,0.1793208737040622,0.1470054238175137,0.7417363498693437,2021-02-20
2021-02-21,0.15599615306045156,0.12705584673775527,0.14562281140570288,0.20148278236227385,0.15599615306045167,0.6954237188625783,2021-02-21
2021-02-22,0.16643981352901616,0.12994758720404842,0.1489949520214653,0.23192671901972717,0.16643981352901605,0.6466963692694359,2021-02-22
2021-02-23,0.17594010159042028,0.13338152900777156,0.15321297012142443,0.25452767494536854,0.17594010159042017,0.6086332318576533,2021-02-23
2021-02-24,0.185176429002619,0.1373576721489247,0.15732184273955163,0.2764301465819172,0.18517642900261877,0.5765352567584214,2021-02-24
2021-02-25,0.1939605803461787,0.14024941261521784,0.1609122743189777,0.2987018170569863,0.1939605803461789,0.5409681192793414,2021-02-25
2021-02-26,0.20232468996100272,0.14440628953551427,0.1637318659329665,0.3224602612331241,0.20232468996100283,0.516620567207223,2021-02-26
2021-02-27,0.20825577098315018,0.14892463401409728,0.16929601164218477,0.32357783609567237,0.2082557709831503,0.5094829697295227,2021-02-27
2021-02-28,0.21880042509141073,0.1536237122718236,0.174553185683751,0.3460889868984304,0.21880042509141084,0.47636536344293035,2021-02-28
2021-03-01,0.23272836612948766,0.15832279052955,0.18059484287598349,0.37986569144955445,0.23272836612948766,0.42459540560642406,2021-03-01
2021-03-02,0.2444895345340865,0.1635640701247063,0.18715948883532674,0.4018978815969346,0.2444895345340865,0.38976647800497766,2021-03-02
2021-03-03,0.2567350133472276,0.1702512199530093,0.19088407840283783,0.4384186315694942,0.2567350133472276,0.36174749538058215,2021-03-03
2021-03-04,0.269894025537619,0.17748057111874216,0.1928555186684251,0.4865741341289402,0.2698940255376191,0.33269851908217785,2021-03-04
2021-03-05,0.2804157265459487,0.18272185071389846,0.1978580199190505,0.510073141283415,0.2804157265459486,0.3069181398060623,2021-03-05
2021-03-06,0.28840570063189885,0.18958973432134474,0.20676474600936834,0.5053434048115589,0.2884057006318992,0.3043237865422581,2021-03-06
2021-03-07,0.302870744208359,0.1959154165913609,0.21711082814134341,0.5224762265883034,0.302870744208359,0.26512400565237915,2021-03-07
2021-03-08,0.31988587718714356,0.20531357310681364,0.2265223520851335,0.5546264605805402,0.3198858771871437,0.23136896440419985,2021-03-08
2021-03-09,0.3361183094582838,0.21597686607626965,0.2356723816453682,0.5844517397247972,0.3361183094582839,0.20952500036642352,2021-03-09
2021-03-10,0.3513798256023468,0.22682089282486895,0.24437445995725138,0.6120119341029965,0.3513798256023474,0.19403525587708081,2021-03-10
2021-03-11,0.3704308985450031,0.23820712091089824,0.2526604211196508,0.6578424818144626,0.37043089854500344,0.16393064846777872,2021-03-11
2021-03-12,0.38811626204176997,0.24814747876378096,0.25853608622493063,0.7083927876507978,0.3881162620417701,0.1336636121003485,2021-03-12
2021-03-13,0.39762802665313957,0.25917223929152367,0.26898221838191827,0.7032938523404213,0.3976280266531399,0.14714105655272647,2021-03-13
2021-03-14,0.41611215802750245,0.27019699981926626,0.28278002637682476,0.7224921919434827,0.41611215802750234,0.11982754722690192,2021-03-14
2021-03-15,0.43772709223244144,0.2850171697090187,0.29443130656237215,0.7645110111059003,0.43772709223244133,0.09864054320178273,2021-03-15
2021-03-16,0.45817830427088335,0.29748780046990786,0.3065623720951385,0.7994950956424559,0.4581783042708837,0.071744463727069,2021-03-16
2021-03-17,0.4800640850550071,0.307608892101934,0.3195984355814271,0.8368739834559007,0.4800640850550072,0.028536200490594688,2021-03-17
2021-03-18,0.5011625745115007,0.32098319175853973,0.33002182909636635,0.8821158086951315,0.5011625745115008,0.005452484403805968,2021-03-18
2021-03-19,0.5180422842006926,0.3343574914151455,0.33793715039337857,0.9200235488988894,0.518042284200693,0.0,2021-03-19
2021-03-20,0.529989372714732,0.3500813302006145,0.3522670426122152,0.9082091860662362,0.5299893727147321,0.025030432508919453,2021-03-20
2021-03-21,0.5501628522440098,0.3659859027652268,0.3691231979626177,0.9210612969855414,0.55016285224401,0.018003195376445902,2021-03-21
2021-03-22,0.5714380805699715,0.38568588469184895,0.38520396561917325,0.941896085494477,0.5714380805699716,0.023860098381235595,2021-03-22
2021-03-23,0.5921027564377708,0.40231339237303465,0.40032288871708577,0.9644671063791572,0.5921027564377709,0.018387582302765715,2021-03-23
2021-03-24,0.6130589366746926,0.4211097054039401,0.4191959616171723,0.9717113862917469,0.6130589366746929,0.021345484099879464,2021-03-24
2021-03-25,0.63241528584643,0.438460148201699,0.4367160853153851,0.978017701587555,0.6324152858464301,0.02394722519941883,2021-03-25
2021-03-26,0.6472062634419091,0.45599132477860116,0.44613897858019924,0.9999999999999999,0.6472062634419095,0.04380971478592066,2021-03-26
2021-03-27,0.6573033321015169,0.4737032351346466,0.4644504070216926,0.9625612421046329,0.6573033321015173,0.08103180732784843,2021-03-27
2021-03-28,0.6737905437818905,0.48852340502439917,0.48586338623857395,0.9394513904826527,0.6737905437818906,0.0826234319656649,2021-03-28
2021-03-29,0.6920153051270339,0.5060545816013013,0.5061235163036064,0.9288044942474829,0.6920153051270342,0.08900142930654642,2021-03-29
2021-03-30,0.7098062528834832,0.5234050243990602,0.5278048114966574,0.9100452019118512,0.7098062528834831,0.09601382497955235,2021-03-30
2021-03-31,0.7248864395380918,0.543466473883969,0.5487061712674519,0.882774379596276,0.724886439538092,0.12303874657905212,2021-03-31
2021-04-01,0.7397646389133086,0.5582866437737213,0.5654281686297695,0.8732550365706417,0.7397646389133087,0.12963927673585207,2021-04-01
2021-04-02,0.7507224488203255,0.5761792879089103,0.5772636318159079,0.8679665126675115,0.7507224488203258,0.1615647190245042,2021-04-02
2021-04-03,0.7600000918123997,0.5926260618109525,0.5972486243121562,0.819691269944221,0.7600000918124005,0.19323177432270455,2021-04-03
2021-04-04,0.7738454016907255,0.6054581601301283,0.6183250716267226,0.7866828981110989,0.7738454016907256,0.1948878060229422,2021-04-04
2021-04-05,0.7888498431155619,0.6202783300198806,0.6387966710628041,0.7612580699881257,0.7888498431155625,0.20011059650681506,2021-04-05
2021-04-06,0.8026331796240742,0.6383517079342129,0.6595570512528992,0.7290779009549279,0.8026331796240745,0.22155973790164296,2021-04-06
2021-04-07,0.8146422415079269,0.6538948129405386,0.6787325480922279,0.6962790744085335,0.8146422415079267,0.2391661254052746,2021-04-07
2021-04-08,0.8256023467249369,0.6712452557382975,0.6933853290281504,0.6786672919764112,0.8256023467249373,0.26669231492232637,2021-04-08
2021-04-09,0.8343107528387246,0.6858846918489065,0.7033880576651963,0.671822145943303,0.8343107528387249,0.29141708679765976,2021-04-09
2021-04-10,0.8415295027669962,0.6970901861557925,0.7197212242484878,0.6309109232964467,0.8415295027669963,0.30829596164416273,2021-04-10
2021-04-11,0.8491958381439206,0.7088378818001084,0.7377757060348356,0.5843619346019139,0.849195838143921,0.3254913093405163,2021-04-11
2021-04-12,0.8573786182692904,0.723658051689861,0.7554004274864705,0.5417743496612352,0.8573786182692905,0.35191586814216436,2021-04-12
2021-04-13,0.8637825331500146,0.7384782215796133,0.7703397153122016,0.5032379735972939,0.8637825331500147,0.3840185648263752,2021-04-13
2021-04-14,0.8731588744717917,0.7475149105367793,0.7850789030879075,0.47882095852001155,0.8731588744717921,0.3851577282273242,2021-04-14
2021-04-15,0.8799598779813207,0.7601662750768119,0.7959343308017646,0.4600516878373928,0.879959877981321,0.4077328551516697,2021-04-15
2021-04-16,0.8862306648824458,0.7710103018254113,0.8051252899176862,0.4463813524651506,0.886230664882446,0.425455907516044,2021-04-16
2021-04-17,0.8898939796314191,0.7820350623531538,0.8188412388012187,0.40150872606444016,0.8898939796314195,0.45237453092412583,2021-04-17
2021-04-18,0.8956483217840985,0.7943249593348998,0.8337054891081905,0.3606174601115579,0.8956483217840988,0.4766414107296546,2021-04-18
2021-04-19,0.9037025645498553,0.8055304536417858,0.8473600436581927,0.33509284851871435,0.9037025645498556,0.48923243916711723,2021-04-19
2021-04-20,0.9098976062212083,0.8170974155069584,0.8592569011778617,0.30917908139337635,0.9098976062212084,0.5091527751679816,2021-04-20
2021-04-21,0.9172632559890377,0.8273992409181277,0.8701146027559234,0.29298422423341347,0.9172632559890378,0.5206088705159999,2021-04-21
2021-04-22,0.9220765210445496,0.8355322609795772,0.8787416435490472,0.27560194378199304,0.92207652104455,0.5329065519750156,2021-04-22
2021-04-23,0.9259257559029634,0.8427616121453101,0.8858929464732366,0.26055459652553953,0.9259257559029638,0.545202206608363,2021-04-23
2021-04-24,0.9288155511842653,0.8516175673233328,0.8934876529173679,0.23930071744314835,0.9288155511842656,0.5662581018364508,2021-04-24
2021-04-25,0.9327887327823059,0.8610157238387854,0.9015939788075855,0.2204815550255944,0.932788732782306,0.5854960233594406,2021-04-25
2021-04-26,0.9382653424258214,0.869148743900235,0.9079380599390605,0.21600127722841433,0.9382653424258215,0.595272896739786,2021-04-26
2021-04-27,0.9424313300632818,0.8776432315199711,0.9172267952157898,0.192881447259447,0.9424313300632817,0.6105843392500709,2021-04-27
2021-04-28,0.9468153721500858,0.8861377191397073,0.9239642548547,0.18190526557370507,0.9468153721500859,0.6250910151390654,2021-04-28
2021-04-29,0.9503776932593633,0.8946322067594434,0.9301764518622948,0.1696618338206093,0.9503776932593636,0.6422575228077134,2021-04-29
2021-04-30,0.953949195608613,0.9009578890294596,0.933805539133203,0.1689134577965814,0.9539491956086131,0.6519293787918778,2021-04-30
2021-05-01,0.955565093843749,0.907283571299476,0.939506116694711,0.15057325603440536,0.9555650938437495,0.6680805133307253,2021-05-01
2021-05-02,0.9574564292780561,0.9119826495572023,0.9474851061894585,0.12352195735254497,0.9574564292780564,0.6777485177194027,2021-05-02
2021-05-03,0.9603760635892682,0.9170431953732152,0.9536222656782938,0.10900346248640451,0.9603760635892685,0.6851856025612726,2021-05-03
2021-05-04,0.9638878878786974,0.9224652087475149,0.9609190959115921,0.09195046748555634,0.9638878878786977,0.691844307490447,2021-05-04
2021-05-05,0.9666881660702686,0.9284294234592445,0.96568738914912,0.08287017172735164,0.966688166070269,0.7026803496527219,2021-05-05
2021-05-06,0.9689995432333114,0.933128501716971,0.9695006594206195,0.07592524222437311,0.9689995432333117,0.7108411130646779,2021-05-06
2021-05-07,0.9706108508484614,0.9390927164287006,0.9723634544544999,0.07003801750202061,0.9706108508484615,0.7255834401306203,2021-05-07
2021-05-08,0.9719903321543091,0.9443339960238568,0.9762995133930601,0.058473113344043426,0.9719903321543094,0.7386373260072796,2021-05-08
2021-05-09,0.9719903321543091,0.9443339960238568,0.9817249533857839,0.03466477743297046,0.9719903321543094,0.7386373260072796,2021-05-09
2021-05-10,0.976041554292115,0.9531899512018798,0.9858520169175498,0.03367692108125368,0.9760415542921151,0.7548753107247199,2021-05-10
2021-05-11,0.9780040443362079,0.9578890294596061,0.9901950975487743,0.022890327988265464,0.9780040443362082,0.7640862628583163,2021-05-11
2021-05-12,0.9780040443362079,0.9578890294596061,0.9937241347946701,0.007403933464382291,0.9780040443362082,0.7640862628583163,2021-05-12
2021-05-13,0.980072118639983,0.9672871859750587,0.997262267497385,0.00034924214454633284,0.9800721186399833,0.7886790539888091,2021-05-13
2021-05-14,0.980072118639983,0.9672871859750587,0.9973418527445541,0.0,0.9800721186399833,0.7886790539888091,2021-05-14
2021-05-15,0.980072118639983,0.9672871859750587,0.9973418527445541,0.0,0.9800721186399833,0.7886790539888091,2021-05-15
2021-05-16,0.9832855526303106,0.9774082776070847,0.9973418527445541,0.013410898350579244,0.9832855526303109,0.8117698556197128,2021-05-16
2021-05-17,0.985819574862683,0.9804807518525214,0.9973418527445541,0.024257361525489685,0.9858195748626833,0.8135118920463764,2021-05-17
2021-05-18,0.988514268794572,0.9839146936562444,0.9973418527445541,0.035782352295518724,0.9885142687945724,0.8159145966678611,2021-05-18
2021-05-19,0.988514268794572,0.9839146936562444,0.9973418527445541,0.035782352295518724,0.9885142687945724,0.8159145966678611,2021-05-19
2021-05-20,0.988514268794572,0.9839146936562444,0.9973418527445541,0.035782352295518724,0.9885142687945724,0.8159145966678611,2021-05-20
2021-05-21,0.988514268794572,0.9839146936562444,0.9973418527445541,0.035782352295518724,0.9885142687945724,0.8159145966678611,2021-05-21
2021-05-22,0.988514268794572,0.9839146936562444,0.9973418527445541,0.035782352295518724,0.9885142687945724,0.8159145966678611,2021-05-22
2021-05-23,0.988514268794572,0.9839146936562444,0.9977124926099414,0.034155881736631505,0.9885142687945724,0.8159145966678611,2021-05-23
2021-05-24,1.0,1.0,1.0,0.07316124010896355,1.0,0.8308694022045797,2021-05-24
